name,address,amenities,street,city,state,zipcode,minprice,maxprice,minbed,maxbed,building_type,date,Latitude,Longitude,closest_theater_distance_miles,closest_grocery_distance_miles
Marquis at Caprock Canyon,"4411 Spicewood Springs Rd, Austin, TX 78759","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Clubhouse",4411 Spicewood Springs Rd, Austin,TX,78759,1389,2299,1,0,APT,2023-10-25 18:16:07,30.372553,-97.7594804,1.5681227246093319,1.4547251207542318
Canvas,"739 William Cannon Dr W, Austin, TX 78745","Dog & Cat Friendly, Pool, Balcony, Maintenance on site, Grill, Laundry Facilities",739 William Cannon Dr W, Austin,TX,78745,1073,1689,1,2,APT,2023-10-25 18:16:07,30.1973548,-97.7902655,1.2253924853202602,1.4167950441490362
The Nine on Shoreline,"3501 Shoreline Dr, Austin, TX 78728","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",3501 Shoreline Dr, Austin,TX,78728,1142,2438,1,3,APT,2023-10-25 18:16:07,30.4554135,-97.6868436,1.4918826699009358,1.6239444511507362
The Amethyst,"13401 Metric Blvd, Austin, TX 78727","Dog & Cat Friendly, Fitness Center, Pool, Clubhouse, Package Service, Granite Countertops, Gated, Online Services",13401 Metric Blvd, Austin,TX,78727,1255,1599,1,0,APT,2023-10-25 18:16:07,30.4234815,-97.6794574,1.9385950377459176,1.4039772809987852
Ridgeview,"8600 Brodie Ln, Austin, TX 78745","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, Walk-In Closets, Clubhouse",8600 Brodie Ln, Austin,TX,78745,1425,1970,1,0,APT,2023-10-25 18:16:07,30.1988118,-97.843785,1.495363118526853,1.437363917029846
The Park at Walnut Creek,"12113 Metric Blvd, Austin, TX 78758","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Online Services, Smoke Free",12113 Metric Blvd, Austin,TX,78758,1086,1281,1,3,APT,2023-10-25 18:16:07,30.4038225,-97.6983741,2.7133127675755193,0.9697315180008409
SoCo Apartments,"6300 S Congress Ave, Austin, TX 78745","Dog & Cat Friendly, Fitness Center, Pool, Clubhouse, Maintenance on site, High-Speed Internet, Business Center",6300 S Congress Ave, Austin,TX,78745,1353,2125,1,3,APT,2023-10-25 18:16:07,30.1975907,-97.7775076,0.4641048352840687,0.8009951115888688
Stoney Ridge Apartments,"3200 S 1st St, Austin, TX 78704","Dog & Cat Friendly, Pool, Dishwasher, Refrigerator, In Unit Washer & Dryer, Clubhouse, Balcony, Maintenance on site",3200 S 1st St, Austin,TX,78704,1175,1610,1,2,APT,2023-10-25 18:16:07,30.2335939,-97.7664016,1.5708789114391937,0.9547560638222498
The Sterling House,"709 W 22nd St, Austin, TX 78705","Dog & Cat Friendly, Fitness Center, Clubhouse, Stainless Steel Appliances, Package Service, Elevator, Individual Locking Bedrooms",709 W 22nd St, Austin,TX,78705,865,1730,1,3,APT,2023-10-25 18:16:07,30.28505,-97.7461579,2.248073286611596,0.8548589776288077
Mueller Flats Apartments,"1071 Clayton Ln, Austin, TX 78723","Dog & Cat Friendly, Fitness Center, Pool, Maintenance on site, Laundry Facilities, Washer & Dryer Hookups",1071 Clayton Ln, Austin,TX,78723,999,1169,1,2,APT,2023-10-25 18:16:07,30.3187941,-97.7035076,1.400239118804316,1.2471540824767984
Town Lake,"1109 S Pleasant Valley Rd, Austin, TX 78741","Dog & Cat Friendly, High-Speed Internet, Smoke Free",1109 S Pleasant Valley Rd, Austin,TX,78741,1035,0,1,0,APT,2023-10-25 18:16:07,30.2409592,-97.716,3.028295451871233,0.48284403700078343
Woodway Square,"1700 Teri Rd, Austin, TX 78744","Dog & Cat Friendly, Fitness Center, Package Service, Granite Countertops",1700 Teri Rd, Austin,TX,78744,1216,0,1,2,APT,2023-10-25 18:16:07,30.2051744,-97.7559733,0.9538104307730163,1.357603182110679
Vineyard Hills Apartments,"7631 US Hwy 290 W, Austin, TX 78736","Dog & Cat Friendly, Pool, Dishwasher, Maintenance on site, Online Services, Washer & Dryer Hookups",7631 US Hwy 290 W, Austin,TX,78736,1119,1429,1,2,APT,2023-10-25 18:16:07,30.3213617,-97.6940879,1.695814347245237,1.4430887633802385
South Shore District,"1414 Shore District Dr, Austin, TX 78741","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Walk-In Closets, Maintenance on site, Controlled Access, Hardwood Floors",1414 Shore District Dr, Austin,TX,78741,1545,2712,1,2,APT,2023-10-25 18:16:07,30.24384939999999,-97.7285157,2.2595907854620814,0.6373812634562818
Hillside Creek,"1730-1730 E Oltorf St, Austin, TX 78741","Dog & Cat Friendly, Fitness Center, Pool, Balcony, Maintenance on site, Gated",1730-1730 E Oltorf St, Austin,TX,78741,1038,3003,1,2,APT,2023-10-25 18:16:07,30.2331946,-97.7378722,2.2088709025573783,0.9470240824414281
Marquis at Barton Trails,"5417 S Mo Pac Expy S, Austin, TX 78749","Dog & Cat Friendly, Fitness Center, In Unit Washer & Dryer, Walk-In Closets, Balcony, Business Center, Controlled Access, Granite Countertops, Fireplace",5417 S Mo Pac Expy S, Austin,TX,78749,1199,2019,1,2,APT,2023-10-25 18:16:07,30.2308872,-97.8265815,1.6424775090253012,0.5300747847564115
Austin Midtown Apartments,"2819 Foster Ln, Austin, TX 78757","Dog & Cat Friendly, Fitness Center, Dishwasher, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Clubhouse, Balcony",2819 Foster Ln, Austin,TX,78757,1209,1789,1,2,APT,2023-10-25 18:16:07,30.357032,-97.7385287,0.30248924850249376,1.0454082465249432
Crestwood,"1714-1800 Patton Ln, Austin, TX 78723","Dog & Cat Friendly, Dishwasher, Disposal, High-Speed Internet, Stainless Steel Appliances, Laundry Facilities",1714-1800 Patton Ln, Austin,TX,78723,0,0,2,0,APT,2023-10-25 18:16:07,30.3189234,-97.6880067,1.7200472838748204,1.4185888263582875
Remington House Apartments,"600 Barwood Park, Austin, TX 78753","Pool, Maintenance on site, Laundry Facilities",600 Barwood Park, Austin,TX,78753,1035,1185,1,2,APT,2023-10-25 18:16:07,30.3519554,-97.6964365,2.3565689528402345,0.8833856852428442
Barton Creek Landing,"2800 Bartons Bluff Ln, Austin, TX 78746","Dog & Cat Friendly, Fitness Center, Pool, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Clubhouse, Balcony",2800 Bartons Bluff Ln, Austin,TX,78746,1390,1579,1,0,APT,2023-10-25 18:16:07,30.2563331,-97.7955659,1.7891792073005535,1.0134969699177427
Summit at Westwood,"8312 Fathom Cir, Austin, TX 78750","Dog & Cat Friendly, Fitness Center, Dishwasher, Refrigerator, Kitchen, Walk-In Closets, Balcony, Range",8312 Fathom Cir, Austin,TX,78750,1200,1258,1,2,APT,2023-10-25 18:16:07,30.43638469999999,-97.778049,3.139615739942466,0.3554277059561898
The Atlantic Grand Oaks,"9323 Manchaca Rd, Austin, TX 78748","Dog & Cat Friendly, Fitness Center, Pool, Maintenance on site, Package Service, Gated",9323 Manchaca Rd, Austin,TX,78748,1277,2237,1,2,APT,2023-10-25 18:16:07,30.1788998,-97.8180575,2.1505752454388087,0.5620124344727246
Avana SoCo,"401 Little Texas Ln, Austin, TX 78745","Dog & Cat Friendly, Pool, In Unit Washer & Dryer, Balcony, Maintenance on site, Package Service, Gated",401 Little Texas Ln, Austin,TX,78745,1176,5219,1,2,APT,2023-10-25 18:16:07,30.2003744,-97.7717718,0.19103264345721302,0.816014035110244
Summit at Hyde Park,"5200 N Lamar Blvd, Austin, TX 78751","Dog & Cat Friendly, Pool, In Unit Washer & Dryer, Maintenance on site, High-Speed Internet, Gated, Laundry Facilities",5200 N Lamar Blvd, Austin,TX,78751,1233,1454,1,0,APT,2023-10-25 18:16:07,30.3204236,-97.7320163,2.227835653968029,1.1062019093215807
Legends Lake Creek,"10015 Lake Creek Pky, Austin, TX 78729","Dog & Cat Friendly, Fitness Center, Pool, Clubhouse",10015 Lake Creek Pky, Austin,TX,78729,1201,1497,1,2,APT,2023-10-25 18:16:07,30.4669886,-97.7867963,1.186594070612251,0.7473943266042187
River Stone Ranch,"5701 S MO PAC Expy, Austin, TX 78749","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, Walk-In Closets, Clubhouse",5701 S MO PAC Expy, Austin,TX,78749,1160,2795,1,2,APT,2023-10-25 18:16:07,30.2287256,-97.8269797,1.671268879325802,0.6496829400125078
Elan,"13145 N Highway 183, Austin, TX 78750","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Range",13145 N Highway 183, Austin,TX,78750,1252,5048,1,0,APT,2023-10-25 18:16:07,30.4422885,-97.778049,2.7902953938974204,0.6430537277605176
Stassney at SoCo,"1800 E Stassney Ln, Austin, TX 78744","Dog & Cat Friendly, Pool, Granite Countertops",1800 E Stassney Ln, Austin,TX,78744,1421,1942,1,2,APT,2023-10-25 18:16:07,30.1973155,-97.7600483,0.583876962899191,0.7778869524824928
Marquis at Brushy Creek,"15510 Ranch Road 620 Rd, Austin, TX 78717","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Clubhouse",15510 Ranch Road 620 Rd, Austin,TX,78717,1209,2089,1,2,APT,2023-10-25 18:16:07,30.4858964,-97.7366203,4.05133512386034,1.3289079228237606
Lotus Village Apartments,"300 Ferguson Dr, Austin, TX 78753","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Clubhouse",300 Ferguson Dr, Austin,TX,78753,1351,2593,1,0,APT,2023-10-25 18:16:07,30.3764322,-97.6855684,3.1480016176375005,1.0992430370772075
MAA Canyon Pointe,"9715 N FM 620, Austin, TX 78726","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Clubhouse",9715 N FM 620, Austin,TX,78726,1128,2323,1,2,APT,2023-10-25 18:16:07,30.4368199,-97.8350497,3.293273334461649,1.1712168517035264
Hillside on Cannon,"2202 E William Cannon Dr, Austin, TX 78744","Dog & Cat Friendly, Fitness Center, In Unit Washer & Dryer, Balcony, Stainless Steel Appliances",2202 E William Cannon Dr, Austin,TX,78744,0,0,2,4,APT,2023-10-25 18:16:07,30.1870366,-97.760348,0.9557385789651328,0.5127263570415199
Montgomery House,"2700 Nueces St, Austin, TX 78705","Dog & Cat Friendly, Fitness Center, In Unit Washer & Dryer, Stainless Steel Appliances, Courtyard, Elevator, Private Bathroom, Individual Locking Bedrooms",2700 Nueces St, Austin,TX,78705,840,1695,1,3,APT,2023-10-25 18:16:07,30.29228489999999,-97.7433254,2.3518439555806663,1.1510912648875982
Marquis at Canyon Ridge,"12000 Dessau Rd, Austin, TX 78754","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, Walk-In Closets, Clubhouse, Balcony",12000 Dessau Rd, Austin,TX,78754,1129,2199,1,2,APT,2023-10-25 18:16:07,30.38025709999999,-97.6539845,4.705148348306752,1.9769652241372708
M at Lakeline,"10500 Lakeline Mall Dr, Austin, TX 78717","Dog & Cat Friendly, Fitness Center, Pool, Online Services",10500 Lakeline Mall Dr, Austin,TX,78717,1257,1803,1,4,APT,2023-10-25 18:16:07,30.4768882,-97.7903396,0.7974839129409597,0.45326323074228203
The Addison Apartments,"2601 Esperanza Crossing, Austin, TX 78758","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Clubhouse, Business Center, Ceiling Fans",2601 Esperanza Crossing, Austin,TX,78758,1430,1965,1,0,APT,2023-10-25 18:16:07,30.3969523,-97.7185614,1.4227602056686088,0.6538958935341496
Cielo,"3499 Ranch Rd 620 S, Austin, TX 78738","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",3499 Ranch Rd 620 S, Austin,TX,78738,1244,1935,1,3,APT,2023-10-25 18:16:07,30.32623049999999,-97.9575304,1.5129961283993876,1.3591822692405204
M at Lakeline,"10500 Lakeline Mall Dr, Austin, TX 78717","Dog & Cat Friendly, Fitness Center, Pool, Online Services",10500 Lakeline Mall Dr, Austin,TX,78717,1257,1803,1,4,APT,2023-10-25 18:16:07,30.4768882,-97.7903396,0.7974839129409597,0.45326323074228203
The Addison Apartments,"2601 Esperanza Crossing, Austin, TX 78758","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Clubhouse, Business Center, Ceiling Fans",2601 Esperanza Crossing, Austin,TX,78758,1430,1965,1,0,APT,2023-10-25 18:16:07,30.3969523,-97.7185614,1.4227602056686088,0.6538958935341496
Cielo,"3499 Ranch Rd 620 S, Austin, TX 78738","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",3499 Ranch Rd 620 S, Austin,TX,78738,1244,1935,1,3,APT,2023-10-25 18:16:07,30.32623049999999,-97.9575304,1.5129961283993876,1.3591822692405204
Oltera in SoEast,"4404 E Oltorf St, Austin, TX 78741","Dog & Cat Friendly, Business Center, Online Services",4404 E Oltorf St, Austin,TX,78741,1510,1670,1,0,APT,2023-10-25 18:16:07,30.2282631,-97.7246547,3.020162111718441,0.5838055338341935
Tides on North Plaza,"9200 North Plz, Austin, TX 78753","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Laundry Facilities, Playground",9200 North Plz, Austin,TX,78753,999,1348,1,3,APT,2023-10-25 18:16:07,30.354403,-97.6860604,2.9340033951661018,1.00438696929017
Sycamore Springs,"9801 W Parmer Ln, Austin, TX 78717","Dog & Cat Friendly, Fitness Center, Pool, Grill, Gated",9801 W Parmer Ln, Austin,TX,78717,1199,2350,1,3,APT,2023-10-25 18:16:07,30.4860123,-97.7736089,1.9185861527026304,1.632141510558957
Orbit Apartments,"8900 N Interstate 35, Austin, TX 78753","Dog & Cat Friendly, Fitness Center, Pool, Clubhouse, Maintenance on site, Package Service, Laundry Facilities",8900 N Interstate 35, Austin,TX,78753,1199,1399,1,0,APT,2023-10-25 18:16:07,30.3537036,-97.6921471,2.5825254574493446,0.8338880091150915
Tides on Copper Creek,"9811 Copper Crk, Austin, TX 78729","Dog & Cat Friendly, Pool, Dishwasher, Refrigerator, In Unit Washer & Dryer, Walk-In Closets, Microwave, High-Speed Internet",9811 Copper Crk, Austin,TX,78729,1028,2333,1,2,APT,2023-10-25 18:16:07,30.4578155,-97.7876456,1.5833513524315987,1.2126377743042402
Bell Austin Southwest,"3621 W Slaughter Ln, Austin, TX 78749","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",3621 W Slaughter Ln, Austin,TX,78749,1396,4492,1,0,APT,2023-10-25 18:16:07,30.1844985,-97.8530577,1.364615942731261,1.773614415154668
Canyon Ridge,"12118 Walnut Park Xing, Austin, TX 78753","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Maintenance on site, Playground",12118 Walnut Park Xing, Austin,TX,78753,1188,3303,1,3,APT,2023-10-25 18:16:07,30.3928732,-97.6767459,3.780194314213188,0.8222032628538432
The Flats on San Felipe,"7920 San Felipe Blvd, Austin, TX 78729","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, Walk-In Closets, Clubhouse",7920 San Felipe Blvd, Austin,TX,78729,1140,2446,1,0,APT,2023-10-25 18:16:07,30.4404523,-97.7698351,3.1825131070499464,0.4601800073561106
Foxwood,"6503 Bluff Springs Rd, Austin, TX 78744","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Balcony, Maintenance on site, Gated",6503 Bluff Springs Rd, Austin,TX,78744,999,1294,1,2,APT,2023-10-25 18:16:07,30.1903466,-97.7658323,0.5925115351116719,0.19749378004151374
Haus 5350,"5350 Burnet Rd, Austin, TX 78756","Dog & Cat Friendly, Pool, In Unit Washer & Dryer, Clubhouse, Maintenance on site, Business Center, Elevator",5350 Burnet Rd, Austin,TX,78756,1529,1879,1,2,APT,2023-10-25 18:16:07,30.3274413,-97.7401425,2.274150195016121,0.48532680155389213
Marquis at Ladera Vista,"11624 Jollyville Rd, Austin, TX 78759","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",11624 Jollyville Rd, Austin,TX,78759,1329,2139,1,0,APT,2023-10-25 18:16:07,30.4163532,-97.7507452,2.0828365006268,1.2376683897301546
Marquis at Great Hills,"10050 Great Hills Trl, Austin, TX 78759","Dog & Cat Friendly, Fitness Center, Pool, Package Service, Granite Countertops, Washer & Dryer Hookups",10050 Great Hills Trl, Austin,TX,78759,1379,2209,1,0,APT,2023-10-25 18:16:07,30.3942628,-97.7414221,0.4626202704133874,0.25313303240562274
Stonelake at the Arboretum,"9801 Stonelake Blvd, Austin, TX 78759","Dog & Cat Friendly, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Clubhouse",9801 Stonelake Blvd, Austin,TX,78759,1180,2370,1,2,APT,2023-10-25 18:16:07,30.3892741,-97.7382329,0.14686378946180956,0.20320854688749596
Chevy Chase,"7581 Chevy Chase Dr, Austin, TX 78752","Dog & Cat Friendly, Fitness Center, Pool, Controlled Access, Playground, Tennis",7581 Chevy Chase Dr, Austin,TX,78752,1093,4222,1,3,APT,2023-10-25 18:16:07,30.3399136,-97.7048437,2.265193517608609,1.758738412151185
The Lantern,"12403 Mellow Meadow Dr, Austin, TX 78750","Dog & Cat Friendly, Pool, Maintenance on site, Washer & Dryer Hookups",12403 Mellow Meadow Dr, Austin,TX,78750,1374,1544,1,2,APT,2023-10-25 18:16:07,30.4569306,-97.7962678,1.3953178872826468,1.1436219594519816
Canyon Resort at Great Hills Apartments,"8701 Bluffstone Cv, Austin, TX 78759","Fitness Center, Pool, Dishwasher, In Unit Washer & Dryer, Walk-In Closets, Clubhouse, Balcony, CableReady",8701 Bluffstone Cv, Austin,TX,78759,1320,2230,1,0,APT,2023-10-25 18:16:07,30.39104589999999,-97.7656518,1.552850806401838,0.8847069956930087
Bexley at Whitestone,"9826 N Lake Creek Pky, Austin, TX 78717","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",9826 N Lake Creek Pky, Austin,TX,78717,1264,1830,1,3,APT,2023-10-25 18:16:07,30.4721807,-97.7925638,0.7158158588609286,0.2698939009566833
Wildcreek Apartments,"1511 Faro Dr, Austin, TX 78741","Dog & Cat Friendly, Pool, Grill, Laundry Facilities, Basketball Court",1511 Faro Dr, Austin,TX,78741,999,1149,1,2,APT,2023-10-25 18:16:07,30.23565,-97.713873,3.2886341204432066,0.4978762670308637
MAA East Austin,"6600 Ed Bluestein Blvd, Austin, TX 78723","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",6600 Ed Bluestein Blvd, Austin,TX,78723,1128,1813,1,2,APT,2023-10-25 18:16:07,30.3055356,-97.6632579,2.5116208542294296,0.5632266849270642
Marquis at Treetops,"5217 Old Spicewood Springs Rd, Austin, TX 78731","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, Walk-In Closets, Clubhouse, Balcony",5217 Old Spicewood Springs Rd, Austin,TX,78731,1479,2429,1,3,APT,2023-10-25 18:16:07,30.3805414,-97.7696658,1.8424865761983387,1.4892514141971327
Ashford Costa Brava,"6407 Springdale Rd, Austin, TX 78723","Dog & Cat Friendly, Fitness Center, Pool, Maintenance on site, High-Speed Internet, Washer & Dryer Hookups",6407 Springdale Rd, Austin,TX,78723,1099,1249,1,2,APT,2023-10-25 18:16:07,30.3066174,-97.6688456,2.2031520660076565,0.5786182356497622
MAA Western Oaks,"8801 La Cresada Dr, Austin, TX 78749","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Microwave",8801 La Cresada Dr, Austin,TX,78749,1468,2978,1,0,APT,2023-10-25 18:16:07,30.2051944,-97.8653153,0.4895014653678586,0.6991398013551103
Cascade Apartments,"1221 Algarita Ave, Austin, TX 78704","Dog & Cat Friendly, Pool, In Unit Washer & Dryer, Maintenance on site, Business Center",1221 Algarita Ave, Austin,TX,78704,1055,1424,1,4,APT,2023-10-25 18:16:07,30.2373595,-97.741453,1.8539370153011236,0.644027855763253
Marquis SoCo,"304 E William Cannon Dr, Austin, TX 78745","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",304 E William Cannon Dr, Austin,TX,78745,1409,2129,1,0,APT,2023-10-25 18:16:07,30.1926844,-97.7761808,0.5410656466523253,0.5203430043028638
Sabina,"3400 Harmon Ave, Austin, TX 78705","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",3400 Harmon Ave, Austin,TX,78705,1479,2209,1,3,APT,2023-10-25 18:16:07,30.292976,-97.722741,1.1500365332003233,0.4871746500835928
Toscana Apartments,"13355 N US Highway 183, Austin, TX 78750","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",13355 N US Highway 183, Austin,TX,78750,1194,3469,1,2,APT,2023-10-25 18:16:07,30.448176,-97.7848708,2.230517719884034,1.207910072298968
Cortland Southpark Terraces,"10001 S 1st St, Austin, TX 78748","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Stainless Steel Appliances, Package Service, Controlled Access, Granite Countertops",10001 S 1st St, Austin,TX,78748,1224,1620,1,2,APT,2023-10-25 18:16:07,30.1611945,-97.7986811,0.4665330128750566,0.4665330128750566
Hudson Miramont,"8818 Travis Hills Dr, Austin, TX 78735","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Maintenance on site, Business Center, Package Service",8818 Travis Hills Dr, Austin,TX,78735,1499,1549,1,0,APT,2023-10-25 18:16:07,30.2591176,-97.8922294,4.395993563862439,2.1850012442744235
Gallery at Domain,"1119 Alterra Pky, Austin, TX 78758","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Online Services, Washer & Dryer Hookups, EV Charging",1119 Alterra Pky, Austin,TX,78758,1332,3442,1,2,APT,2023-10-25 18:16:07,30.4006457,-97.7200625,1.481955784191046,0.39213084009404936
Ashford Costa Esmeralda,"1601 E Anderson Ln, Austin, TX 78752","Dog & Cat Friendly, Fitness Center, Pool, Maintenance on site, Gated, Laundry Facilities, Playground",1601 E Anderson Ln, Austin,TX,78752,1199,1443,1,2,APT,2023-10-25 18:16:07,30.3307949,-97.6842472,2.5365529932285953,1.7057538653277862
Alister Oak Hill,"8800 Highway 290 W, Austin, TX 78736","Dog & Cat Friendly, Dishwasher, In Unit Washer & Dryer, EV Charging",8800 Highway 290 W, Austin,TX,78736,0,0,2,0,APT,2023-10-25 18:16:07,30.2354876,-97.9174755,3.855521347169003,1.8573873284027977
Beck at Wells Branch,"2801 Wells Branch Pky, Austin, TX 78728","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",2801 Wells Branch Pky, Austin,TX,78728,1200,1325,1,2,APT,2023-10-25 18:16:07,30.4403115,-97.6890946,1.618750505673916,1.497902523744053
95twenty Apartments,"9520-9521 Spectrum Dr, Austin, TX 78717","Dog & Cat Friendly, Fitness Center, Pool, Business Center, Gated, Online Services",9520-9521 Spectrum Dr, Austin,TX,78717,1182,4140,1,3,APT,2023-10-25 18:16:07,30.4823549,-97.7717015,1.9539977863775984,1.6177606963300828
Nueces House,"2300 Nueces St, Austin, TX 78705","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Stainless Steel Appliances, Courtyard, Elevator, Individual Locking Bedrooms",2300 Nueces St, Austin,TX,78705,919,1838,1,4,APT,2023-10-25 18:16:07,30.2870797,-97.7439602,2.4335880118887294,0.8632896543917812
Callista Hill Country Apartments,"8600 State Highway 71, Austin, TX 78735","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Package Service, Granite Countertops, Gated",8600 State Highway 71, Austin,TX,78735,1165,1930,1,0,APT,2023-10-25 18:16:07,30.249484,-97.8920739,3.7674217347859695,1.525159044772789
Bexley at Anderson Mill,"8601 Anderson Mill Rd, Austin, TX 78729","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",8601 Anderson Mill Rd, Austin,TX,78729,1099,1309,1,3,APT,2023-10-25 18:16:07,30.4550996,-97.7680397,2.5713499969073546,1.4668031983104748
Saratoga Ridge,"6307 Bluff Springs Rd, Austin, TX 78744","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Walk-In Closets, Stainless Steel Appliances, Package Service, Granite Countertops",6307 Bluff Springs Rd, Austin,TX,78744,1100,1445,1,2,APT,2023-10-25 18:16:07,30.19114949999999,-97.7652983,0.5566153280749875,0.2553178377904376
The Olivine,"3201 Century Park Blvd, Austin, TX 78727","Dog & Cat Friendly, Fitness Center, Pool, Maintenance on site, Package Service, Online Services, Tennis",3201 Century Park Blvd, Austin,TX,78727,1345,1976,1,2,APT,2023-10-25 18:16:07,30.4347184,-97.697591,2.2317450027835086,1.2419999803712918
Bexley at Tech Ridge,"1200 E Parmer Ln, Austin, TX 78753","Dog & Cat Friendly, Fitness Center, Pool, Business Center, Package Service, EV Charging",1200 E Parmer Ln, Austin,TX,78753,1259,1446,1,3,APT,2023-10-25 18:16:07,30.3951434,-97.6532026,3.6932810301602568,1.2949155885474233
Landing at Double Creek,"11301 Farrah Ln, Austin, TX 78748","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Maintenance on site, Package Service, EV Charging",11301 Farrah Ln, Austin,TX,78748,1193,1429,1,0,APT,2023-10-25 18:16:07,30.1400312,-97.8000093,1.1861417991037926,1.1861417991037926
Marquis Parkside,"12820 N Lamar Blvd, Austin, TX 78753","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, Walk-In Closets, Clubhouse",12820 N Lamar Blvd, Austin,TX,78753,1229,2419,1,2,APT,2023-10-25 18:16:07,30.4152482,-97.6780117,2.416933734920106,0.8409383485593397
Griffis SoCo Austin,"500 E Stassney Ln, Austin, TX 78745","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, High-Speed Internet, Stainless Steel Appliances, Gated",500 E Stassney Ln, Austin,TX,78745,1265,1540,1,0,APT,2023-10-25 18:16:07,30.2030045,-97.7707418,0.3357767959956097,0.9842159994669977
Alta Blue Goose,"8110 Blue Goose Rd, Manor, TX 78653","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, In Unit Washer & Dryer, Walk-In Closets, Stainless Steel Appliances",8110 Blue Goose Rd, Manor,TX,78653,1330,1585,1,0,APT,2023-10-25 18:16:07,30.3387,-97.60175,6.731174930004378,4.075495305464766
Broadstone North Ridge,"3118 CR 172, Round Rock, TX 78681","Dog & Cat Friendly, Pool, In Unit Washer & Dryer, Package Service, EV Charging",3118 CR 172, Round Rock,TX,78681,1390,1483,1,0,APT,2023-10-25 18:16:07,30.5184228,-97.7090854,5.582978832598373,1.456883258059524
