name,address,amenities,street,city,state,zipcode,minprice,maxprice,minbed,maxbed,building_type,date,Latitude,Longitude,closest_theater_distance_miles,closest_grocery_distance_miles
Jovie Pflugerville,"1305 E Wells Branch Pky, Pflugerville, TX 78660","Dog & Cat Friendly, Pool",1305 E Wells Branch Pky, Pflugerville,TX,78660,1425,2309,1,2,APT,2023-10-25 18:16:07,30.427039,-97.6315238,2.3815608792280356,1.3237227674584267
The Dalton,"2209 W Pflugerville Pky, Pflugerville, TX 78664","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",2209 W Pflugerville Pky, Pflugerville,TX,78664,1313,1959,1,0,APT,2023-10-25 18:16:07,30.4750903,-97.6598166,1.8924605257113676,0.39553028570665
Enclave on Ross,"4700 Ross Rd, Del Valle, TX 78617","Dog & Cat Friendly, Fitness Center, Pool, High-Speed Internet, Gated, EV Charging, Smoke Free",4700 Ross Rd, Del Valle,TX,78617,1250,0,1,2,APT,2023-10-25 18:16:07,30.1844859,-97.6100078,9.588179686467964,7.597990209645645
Marquis on Lakeline,"2800 S Lakeline Blvd, Cedar Park, TX 78613","Dog & Cat Friendly, Fitness Center, In Unit Washer & Dryer, Clubhouse, Business Center",2800 S Lakeline Blvd, Cedar Park,TX,78613,1409,2249,1,2,APT,2023-10-25 18:16:07,30.4759282,-97.8107506,0.42001655093060325,0.42001655093060325
Landing at Round Rock,"7711 O'Connor Dr, Round Rock, TX 78681","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",7711 O'Connor Dr, Round Rock,TX,78681,1271,4982,1,4,APT,2023-10-25 18:16:07,30.5005241,-97.7246853,4.9984162901845135,0.1335104017760069
Bexley at Lakeline,"2801 S Lakeline Blvd, Cedar Park, TX 78613","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",2801 S Lakeline Blvd, Cedar Park,TX,78613,1174,1399,1,2,APT,2023-10-25 18:16:07,30.4741258,-97.8095523,0.3738313884234366,0.3738313884234366
Broadstone Grand Avenue,"1720 Grand Avenue Pky, Pflugerville, TX 78660","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Grill, Business Center, Package Service, Granite Countertops",1720 Grand Avenue Pky, Pflugerville,TX,78660,1249,1451,1,0,APT,2023-10-25 18:16:07,30.457486,-97.662807,0.6650846243874003,1.0392598337423498
Lakewood,"14200 The Lakes Blvd, Pflugerville, TX 78660","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",14200 The Lakes Blvd, Pflugerville,TX,78660,1215,1676,1,0,APT,2023-10-25 18:16:07,30.4282829,-97.66570910000002,1.36064304035825,0.9860432388565232
Lakeline Villas,"2201 S Lakeline Blvd, Cedar Park, TX 78613","Dog & Cat Friendly, Fitness Center, Pool, Kitchen, In Unit Washer & Dryer, Clubhouse, Balcony, Maintenance on site, High-Speed Internet",2201 S Lakeline Blvd, Cedar Park,TX,78613,1322,1399,1,0,APT,2023-10-25 18:16:07,30.4786893,-97.8221602,1.1139362517039741,1.1139362517039741
Villas at Tech Ridge,"13838 The Lakes Blvd, Pflugerville, TX 78660","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Clubhouse, Stainless Steel Appliances, Granite Countertops",13838 The Lakes Blvd, Pflugerville,TX,78660,1360,1648,1,0,APT,2023-10-25 18:16:07,30.4236373,-97.6682327,1.699327714576573,1.3255508553047037
Caliza,"12638 Ridgeline Blvd, Cedar Park, TX 78613","Dog & Cat Friendly, Fitness Center, Pool, Refrigerator, Kitchen, In Unit Washer & Dryer, Balcony, Business Center, Granite Countertops",12638 Ridgeline Blvd, Cedar Park,TX,78613,1311,2119,1,3,APT,2023-10-25 18:16:07,30.4661926,-97.8094068,0.7631850934335037,0.7631850934335037
Legacy Ranch @ Dessau East 55+ Community,"13527 Harrisglenn Dr, Pflugerville, TX 78660","Dog Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",13527 Harrisglenn Dr, Pflugerville,TX,78660,992,1545,1,2,APT,2023-10-25 18:16:07,30.4070639,-97.6404434,3.1331118097793915,1.9074153305870434
Presidium Pecan District,"1809 Social Dr, Pflugerville, TX 78660","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Business Center, Courtyard, Gated",1809 Social Dr, Pflugerville,TX,78660,1345,1634,1,2,APT,2023-10-25 18:16:07,30.444258,-97.6434102,1.2150655228777312,1.237057558680097
Farmhouse Apartments,"10801 S Interstate 35, Austin, TX 78747",0,10801 S Interstate 35, Austin,TX,78747,1295,1764,1,0,APT,2023-10-25 18:16:07,30.144264,-97.793113,0.8262242975423693,0.8262242975423693
Cortland Arboretum,"10011 Stonelake Blvd, Austin, TX 78759",0,10011 Stonelake Blvd, Austin,TX,78759,1287,1592,1,2,APT,2023-10-25 18:16:07,30.3923168,-97.7382329,0.3339384867478373,0.28898233345442326
South Lamar Village,"3505 S Lamar Blvd, Austin, TX 78704",0,3505 S Lamar Blvd, Austin,TX,78704,1457,5451,1,2,APT,2023-10-25 18:16:07,30.2387289,-97.7865627,0.9336289632013871,1.9852078991814675
The Rail,"2921 E 17th St, Austin, TX 78702",0,2921 E 17th St, Austin,TX,78702,1465,1549,1,0,APT,2023-10-25 18:16:07,30.2785574,-97.7101636,1.4209523181687844,1.3410554368591798
Nexus East,"720 Airport Blvd, Austin, TX 78702",0,720 Airport Blvd, Austin,TX,78702,1310,2080,1,2,APT,2023-10-25 18:16:07,30.2527529,-97.693656,3.230615611622403,1.1564802138684964
The Monterra,"13401 W Legendary Dr, Austin, TX 78727",0,13401 W Legendary Dr, Austin,TX,78727,1401,2135,1,0,APT,2023-10-25 18:16:07,30.43859369999999,-97.733398,3.537661404623238,0.579164274302679
Agave Falls,"1901 E Anderson Ln, Austin, TX 78752",0,1901 E Anderson Ln, Austin,TX,78752,1106,1466,1,2,APT,2023-10-25 18:16:07,30.328301,-97.679205,2.5526131928845954,1.3721638942241123
Karnes House,"2222 Rio Grande St, Austin, TX 78705",0,2222 Rio Grande St, Austin,TX,78705,0,0,2,0,APT,2023-10-25 18:16:07,30.2865492,-97.7456595,2.3537697044478207,0.9026815356706201
Sur512,"5010 S Congress Ave, Austin, TX 78745",0,5010 S Congress Ave, Austin,TX,78745,1298,2029,1,0,APT,2023-10-25 18:16:07,30.2117001,-97.7721247,0.9420832359719531,1.5906518296695509
Cortland River Place,"10301 Farm-to-Market Rd 2222 Rd 2222, Austin, TX 78730",0,10301 Farm-to-Market Rd 2222 Rd 2222, Austin,TX,78730,1257,1544,1,2,APT,2023-10-25 18:16:07,30.3732514,-97.8395151,6.021681512503902,2.2938345898452734
Southpark Crossing Apartments,"1701 Oak Hill Ln, Austin, TX 78744",0,1701 Oak Hill Ln, Austin,TX,78744,1250,1590,1,2,APT,2023-10-25 18:16:07,30.16281639999999,-97.7845487,0.698162368499837,0.45244786334209086
Citizen House Blue Bluff,"10346 Blue Bluff Rd, Austin, TX 78724",0,10346 Blue Bluff Rd, Austin,TX,78724,1380,1705,1,0,APT,2023-10-25 18:16:07,30.321621,-97.5836139,7.389256456345539,4.804178665239495
The Martingale,"8100 S Congress Ave, Austin, TX 78745",0,8100 S Congress Ave, Austin,TX,78745,1480,1610,1,0,APT,2023-10-25 18:16:07,30.1782531,-97.7858302,1.5881292026169673,0.6326228431433603
The Ranch Apartments,"9400 W Parmer Ln, Austin, TX 78717",0,9400 W Parmer Ln, Austin,TX,78717,1280,1910,1,3,APT,2023-10-25 18:16:07,30.480374,-97.7659305,2.2684540803924045,1.901287436173614
Bell Quarry Hill,"7000 Convict Hill Rd, Austin, TX 78749",0,7000 Convict Hill Rd, Austin,TX,78749,1249,4858,1,0,APT,2023-10-25 18:16:07,30.2299399,-97.8782527,2.2244650821623893,0.5831142220851938
Cortland Southpark Meadows,"420 Slaughter Ln W, Austin, TX 78748",0,420 Slaughter Ln W, Austin,TX,78748,1372,1473,1,0,APT,2023-10-25 18:16:07,30.1721681,-97.7971585,1.1245691992130225,0.6651333732345805
Falconhead,"3400 Ranch Road 620 S, Austin, TX 78738",0,3400 Ranch Road 620 S, Austin,TX,78738,1293,2499,1,0,APT,2023-10-25 18:16:07,30.3255721,-97.9630111,1.71650443794569,1.3102337471985668
Park At Crestview,"8200-8220 Research Blvd, Austin, TX 78758",0,8200-8220 Research Blvd, Austin,TX,78758,1245,1280,1,3,APT,2023-10-25 18:16:07,30.3541599,-97.7156394,1.2144428639781963,1.2787109872737212
The Trails at Canyon Creek,"9807 N FM 620 Rd N, Austin, TX 78726",0,9807 N FM 620 Rd N, Austin,TX,78726,1159,1449,1,2,APT,2023-10-25 18:16:07,30.4380155,-97.8361375,3.2634917224121316,1.126785039913853
The Mont,"2405 Montopolis Dr, Austin, TX 78741",0,2405 Montopolis Dr, Austin,TX,78741,1120,1720,1,2,APT,2023-10-25 18:16:07,30.2197409,-97.7065538,4.057010723260964,1.4828142823602173
Settlers Ridge Apartments,"12800 Harrisglen Dr, Austin, TX 78753",0,12800 Harrisglen Dr, Austin,TX,78753,1235,1955,1,3,APT,2023-10-25 18:16:07,30.4007348,-97.653158,3.3132788705484133,1.1628809755883638
The Breakers on the Lake,"1500 E Riverside Dr, Austin, TX 78741",0,1500 E Riverside Dr, Austin,TX,78741,1389,1550,1,0,APT,2023-10-25 18:16:07,30.2467924,-97.7310191,2.048677769053478,0.8897194558472927
Tree,"3715 S 1st St, Austin, TX 78704",0,3715 S 1st St, Austin,TX,78704,1527,0,1,0,APT,2023-10-25 18:16:07,30.2287612,-97.7669678,1.9064860324040476,1.1643621614047555
Parmer Place,"12101 Dessau Rd, Austin, TX 78754",0,12101 Dessau Rd, Austin,TX,78754,1211,2341,1,3,APT,2023-10-25 18:16:07,30.3815263,-97.6510538,4.642479919897567,2.009476444675424
Auro Crossing Apartments,"16400 FM 1325, Austin, TX 78681",0,16400 FM 1325, Austin,TX,78681,1264,0,1,2,APT,2023-10-25 18:16:07,30.475901,-97.6879219,2.426485406871539,1.7519187281671413
Chandelier,"2336 Douglas St, Austin, TX 78741",0,2336 Douglas St, Austin,TX,78741,943,1480,1,2,APT,2023-10-25 18:16:07,30.2276908,-97.7340444,2.6430724138850312,0.931620751680119
Spring Villas,"7450 Bluff Springs Rd, Austin, TX 78744",0,7450 Bluff Springs Rd, Austin,TX,78744,1149,1257,1,2,APT,2023-10-25 18:16:07,30.1775119,-97.7701074,1.4307879974963704,0.7896962500092738
NoA on McNeil Townhomes + Flats,"6280 McNeil Ranch Dr, Austin, TX 78729",0,6280 McNeil Ranch Dr, Austin,TX,78729,1450,2190,1,0,APT,2023-10-25 18:16:07,30.442148,-97.749135,3.8021750506436955,0.39666839529847997
Aero Riverside,"2201 Willow Creek Dr, Austin, TX 78741",0,2201 Willow Creek Dr, Austin,TX,78741,981,2324,1,2,APT,2023-10-25 18:16:07,30.230289,-97.729232,2.721369210199854,0.598572435747144
McKinney Falls Apartments,"6625 McKinney Falls Pky, Austin, TX 78744",0,6625 McKinney Falls Pky, Austin,TX,78744,0,0,2,4,APT,2023-10-25 18:16:07,30.1700631,-97.7209348,3.5058881253783154,3.133157762857695
The Copeland,"2511 W Braker Ln, Austin, TX 78758",0,2511 W Braker Ln, Austin,TX,78758,1369,1603,1,0,APT,2023-10-25 18:16:07,30.3899966,-97.7184992,1.2846258806589765,1.1320033490397288
Riverhorse Ranch Apartments,"1525 Grand Avenue Pky, Pflugerville, TX 78660",0,1525 Grand Avenue Pky, Pflugerville,TX,78660,1190,1450,1,2,APT,2023-10-25 18:16:07,30.4556665,-97.6582259,0.6196758501301664,0.9751631847065984
Riverhorse Ranch 2 Apartments,"16101 White River Blvd, Pflugerville, TX 78660",0,16101 White River Blvd, Pflugerville,TX,78660,1205,1450,1,2,APT,2023-10-25 18:16:07,30.45459,-97.6551208,0.6760463333166798,0.9920078918979591
Vineyard,"14199 N Interstate 35, Pflugerville, TX 78660",0,14199 N Interstate 35, Pflugerville,TX,78660,1238,1606,1,0,APT,2023-10-25 18:16:07,30.4316531,-97.668984,1.1694292065909244,0.8034691286589898
View at Estancia,"827 Camino Vaquero Pky, Manchaca, TX 78652",0,827 Camino Vaquero Pky, Manchaca,TX,78652,1225,1605,1,2,APT,2023-10-25 18:16:07,30.1234623,-97.8046364,2.360768550092624,2.360768550092624
Bellingham Park,"6816 Boyce Ln, Manor, TX 78653",0,6816 Boyce Ln, Manor,TX,78653,1040,1259,1,3,APT,2023-10-25 18:16:07,30.3589162,-97.6041722,7.086815177415372,4.726720634959424
Texan Pearl,"2515 Pearl St, Austin, TX 78705",0,2515 Pearl St, Austin,TX,78705,1495,1820,1,0,APT,2023-10-25 18:16:07,30.2904944,-97.7461248,2.54041186318063,1.1295457136132356
Belterra Springs,"761 Trinity Hills Dr, Austin, TX 78737",0,761 Trinity Hills Dr, Austin,TX,78737,1481,1826,1,0,APT,2023-10-25 18:16:07,30.1994099,-97.981638,6.736826695129194,0.804289722193576
Urban North,"8101 San Felipe Blvd, Austin, TX 78729",0,8101 San Felipe Blvd, Austin,TX,78729,1381,1484,1,2,APT,2023-10-25 18:16:07,30.4376725,-97.7707038,3.302275103082552,0.2632372299568175
The Langdon on Parmer,"12430 Metric Blvd, Austin, TX 78758",0,12430 Metric Blvd, Austin,TX,78758,1365,2232,1,2,APT,2023-10-25 18:16:07,30.4128984,-97.6928411,2.9868560289882065,0.6692107958322838
Towne Oaks I Apartments,"500 E Anderson Ln, Austin, TX 78752",0,500 E Anderson Ln, Austin,TX,78752,1100,0,1,2,APT,2023-10-25 18:16:07,30.3426094,-97.7012597,2.3361836880195397,1.5367340033713144
Crestwood,"1714 Patton Ln, Austin, TX 78723",0,1714 Patton Ln, Austin,TX,78723,1445,0,1,3,APT,2023-10-25 18:16:07,30.3189234,-97.6880067,1.7200472838748204,1.4185888263582875
Artisan Apartments & Shops,"8701 W Parmer Ln, Austin, TX 78729",0,8701 W Parmer Ln, Austin,TX,78729,1221,1773,1,3,APT,2023-10-25 18:16:07,30.46703549999999,-97.7635292,2.4724653451554244,2.03297749900285
Promesa,"9415 McNeil Dr, Austin, TX 78750",0,9415 McNeil Dr, Austin,TX,78750,1210,1536,1,0,APT,2023-10-25 18:16:07,30.3949155,-97.827891,5.268561324481472,1.566420702771647
The Park at Monterey Oaks,"4701 Monterey Oaks Blvd, Austin, TX 78749",0,4701 Monterey Oaks Blvd, Austin,TX,78749,1275,2400,1,0,APT,2023-10-25 18:16:07,30.2311322,-97.8385743,2.3585709269486177,0.6832359387704017
33Hundred,"3300 W Wells Branch Pky, Austin, TX 78728",0,3300 W Wells Branch Pky, Austin,TX,78728,1240,2189,1,0,APT,2023-10-25 18:16:07,30.4406574,-97.6955443,1.980101308326573,1.669885071725325
Travis at the Lake,"2208 North FM 620, Austin, TX 78734",0,2208 North FM 620, Austin,TX,78734,1288,2027,1,2,APT,2023-10-25 18:16:07,30.3849262,-97.9440025,5.196986844738153,3.114289874128449
Davies Ranch,"12113 Dessau Rd, Austin, TX 78754",0,12113 Dessau Rd, Austin,TX,78754,1365,1460,1,0,APT,2023-10-25 18:16:07,30.3828419,-97.6499343,4.563976076221345,1.983809179510414
The Kelsey at Scofield Farms,"1501 w Howard Ln, Austin, TX 78753",0,1501 w Howard Ln, Austin,TX,78753,1346,1646,1,0,APT,2023-10-25 18:16:07,30.4254213,-97.6741692,1.679259786609735,1.3234421309519515
Villas of La Costa Apartments,"1016 Camino La Costa, Austin, TX 78752",0,1016 Camino La Costa, Austin,TX,78752,1140,1275,1,2,APT,2023-10-25 18:16:07,30.3264588,-97.7014033,1.9376323194356087,1.7588224467696034
Gardens At Westgate,"2703 Windswept Cv, Austin, TX 78745",0,2703 Windswept Cv, Austin,TX,78745,1295,1495,1,0,APT,2023-10-25 18:16:07,30.2294367,-97.8019367,0.1895436170997416,1.140354192683328
The Vista on Brodie,"8515 Brodie Ln, Austin, TX 78745",0,8515 Brodie Ln, Austin,TX,78745,1346,1874,1,0,APT,2023-10-25 18:16:07,30.1976449,-97.839885,1.7300840761588552,1.400986310100258
Sonterra Luxury Apartment Homes,"8801 N FM 620, Austin, TX 78726",0,8801 N FM 620, Austin,TX,78726,1212,1999,1,2,APT,2023-10-25 18:16:07,30.4269549,-97.8423817,4.102480352730351,1.6264385850394114
The Park on Brodie Lane,"6607 Brodie Ln, Austin, TX 78745",0,6607 Brodie Ln, Austin,TX,78745,1287,1883,1,3,APT,2023-10-25 18:16:07,30.2164176,-97.8260449,1.8857061565872688,0.28739012185918994
Lenox Grand,"13505 Burnet Rd, Austin, TX 78727",0,13505 Burnet Rd, Austin,TX,78727,1534,1759,1,0,APT,2023-10-25 18:16:07,30.4340611,-97.6982301,2.285164324326417,1.1887413359902703
Canyon Springs,"7700 N Capital of Texas Hwy N, Austin, TX 78731",0,7700 N Capital of Texas Hwy N, Austin,TX,78731,1331,2864,1,2,APT,2023-10-25 18:16:07,30.3770867,-97.7820529,2.6180139245038703,2.2115729478685453
A Country Place,"9971 Quail Blvd, Austin, TX 78758",0,9971 Quail Blvd, Austin,TX,78758,1050,1440,1,2,APT,2023-10-25 18:16:07,30.3717323,-97.7003902,2.206858712236388,0.5085240822331536
Nolina Flats,"8021 N FM 620, Austin, TX 78726",0,8021 N FM 620, Austin,TX,78726,1172,1946,1,3,APT,2023-10-25 18:16:07,30.4144951,-97.8447615,4.908144696617618,0.7836148413038465
Astra Avery Ranch,"13100 Avery Ranch Blvd, Austin, TX 78717",0,13100 Avery Ranch Blvd, Austin,TX,78717,1418,2954,1,3,APT,2023-10-25 18:16:07,30.48891739999999,-97.8014058,0.8972598954437236,0.8972598954437236
Ocotillo,"8000 Highway 290 W, Austin, TX 78736",0,8000 Highway 290 W, Austin,TX,78736,1253,1524,1,2,APT,2023-10-25 18:16:07,30.2318462,-97.8898915,2.6072261008903763,0.3129538452114624
Nichols Park,"5001 Convict Hill Rd, Austin, TX 78749",0,5001 Convict Hill Rd, Austin,TX,78749,1175,1270,1,2,APT,2023-10-25 18:16:07,30.2167652,-97.8531578,1.5547845482337257,0.786401772956997
Silver Creek Apartments,"2900 S 1st St, Austin, TX 78704",0,2900 S 1st St, Austin,TX,78704,1185,1425,1,2,APT,2023-10-25 18:16:07,30.23726679999999,-97.7648028,1.310060791939892,0.7827866539497137
Paloma,"9911 Dessau Rd, Austin, TX 78754",0,9911 Dessau Rd, Austin,TX,78754,1338,2442,1,0,APT,2023-10-25 18:16:07,30.3569983,-97.6708769,3.8190387206755365,1.7009033278363543
Magnolia Court,"1114 Camino La Costa, Austin, TX 78752",0,1114 Camino La Costa, Austin,TX,78752,1080,1350,1,2,APT,2023-10-25 18:16:07,30.3243229,-97.6980642,1.8226623597766258,1.6112726206737051
Terrazzo,"8585 Spicewood Springs Rd, Austin, TX 78759",0,8585 Spicewood Springs Rd, Austin,TX,78759,1181,1624,1,2,APT,2023-10-25 18:16:07,30.4332102,-97.7773135,3.3532608879484234,0.2882514271106238
Stone Oak @ Parmer,"5400 W Parmer Ln, Austin, TX 78727",0,5400 W Parmer Ln, Austin,TX,78727,1304,1662,1,2,APT,2023-10-25 18:16:07,30.4366936,-97.7322748,3.4154380877831896,0.6946337577303376
Northland at the Arboretum,"11500 Jollyville Rd, Austin, TX 78759",0,11500 Jollyville Rd, Austin,TX,78759,1195,1855,1,2,APT,2023-10-25 18:16:07,30.41463689999999,-97.7498282,1.9532029186424031,1.1141846295298106
Centennial Place Apartments,"7001 S Congress Ave S, Austin, TX 78745",0,7001 S Congress Ave S, Austin,TX,78745,1130,1555,1,2,APT,2023-10-25 18:16:07,30.1892284,-97.7798283,0.8640651431764969,0.6670891695633663
Oakville Apartments,"7011 W Parmer Ln W, Austin, TX 78729",0,7011 W Parmer Ln W, Austin,TX,78729,1170,1290,1,4,APT,2023-10-25 18:16:07,30.4499317,-97.7488426,3.733378052780994,0.693953797446375
The Estate on Quarry Lake Apartment Homes,"4600 Seton Center Pky, Austin, TX 78759",0,4600 Seton Center Pky, Austin,TX,78759,1210,3914,1,0,APT,2023-10-25 18:16:07,30.4029182,-97.742051,1.0593968221738959,0.46321524029505046
Chesapeake,"12300 Hymeadow Dr, Austin, TX 78750",0,12300 Hymeadow Dr, Austin,TX,78750,1349,1384,1,2,APT,2023-10-25 18:16:07,30.4541397,-97.7982628,1.550286796887936,1.3386311753092341
The Michael At Presidio,"13535 Lyndhurst St, Austin, TX 78717",0,13535 Lyndhurst St, Austin,TX,78717,1325,1569,1,0,APT,2023-10-25 18:16:07,30.4760219,-97.7852175,1.1005580969983195,0.7141191419194173
Mackenzie Pointe Apartments,"1044 Camino La Costa, Austin, TX 78752",0,1044 Camino La Costa, Austin,TX,78752,1080,1350,1,2,APT,2023-10-25 18:16:07,30.3252649,-97.6993087,1.8724270953541664,1.673561845176235
Mission James Place,"4009 Victory Dr, Austin, TX 78704",0,4009 Victory Dr, Austin,TX,78704,1379,1554,1,2,APT,2023-10-25 18:16:07,30.2344986,-97.7891758,0.6487066966689968,1.8196768484793358
The Villages at Ben White,"7000 E Ben White Blvd, Austin, TX 78741",0,7000 E Ben White Blvd, Austin,TX,78741,1239,0,1,2,APT,2023-10-25 18:16:07,30.2176506,-97.7022236,4.2508539407207016,1.761083977426962
Still Waters at Southpark Meadows,"515 E Slaughter Ln, Austin, TX 78744",0,515 E Slaughter Ln, Austin,TX,78744,1115,1722,1,0,APT,2023-10-25 18:16:07,30.1630992,-97.7793228,0.9660718889957717,0.6015627156516061
Museo,"11266 Taylor Draper Ln, Austin, TX 78759",0,11266 Taylor Draper Ln, Austin,TX,78759,1100,1925,1,2,APT,2023-10-25 18:16:07,30.409422,-97.7534478,1.704612804674197,0.8106073181297849
Bellrock La Frontera,"16304 FM 1325, Austin, TX 78728",0,16304 FM 1325, Austin,TX,78728,1405,1575,1,0,APT,2023-10-25 18:16:07,30.4744874,-97.6890844,2.3929787552735906,1.8404942282847008
Retreat at Barton Creek,"3816 S Lamar Blvd, Austin, TX 78704",0,3816 S Lamar Blvd, Austin,TX,78704,1375,5009,1,2,APT,2023-10-25 18:16:07,30.2399422,-97.7911297,0.7999480013011608,1.7267596721488647
Burnet Flats,"5453 Burnet Rd, Austin, TX 78756",0,5453 Burnet Rd, Austin,TX,78756,1391,3496,1,2,APT,2023-10-25 18:16:07,30.3300458,-97.7392513,2.088736013906778,0.3202827831464779
Milan,"1720 W Wells Branch Pky, Austin, TX 78728",0,1720 W Wells Branch Pky, Austin,TX,78728,1200,1335,1,2,APT,2023-10-25 18:16:07,30.4403387,-97.6723388,0.7457596919714434,0.514080499561762
Terrace Cove,"6201 Sneed Cove, Austin, TX 78744",0,6201 Sneed Cove, Austin,TX,78744,1075,1160,1,2,APT,2023-10-25 18:16:07,30.1937971,-97.7619391,0.5585514843758439,0.526435017344048
MAA South Lamar,"1500 S Lamar Blvd, Austin, TX 78704",0,1500 S Lamar Blvd, Austin,TX,78704,1520,3455,1,0,APT,2023-10-25 18:16:07,30.2524369,-97.7645529,0.2663631636976993,1.1674977922254965
The Verandah,"8600 FM 620 N, Austin, TX 78726",0,8600 FM 620 N, Austin,TX,78726,1241,1817,1,3,APT,2023-10-25 18:16:07,30.4253023,-97.8454248,4.299620095522333,1.4639618744495682
Grace Woods,"3209 S IH 35, Austin, TX 78741",0,3209 S IH 35, Austin,TX,78741,975,1255,1,2,APT,2023-10-25 18:16:07,30.224175,-97.7453184,2.3125742679538646,1.1313813961517014
Griffis Lakeline Station,"13425 N FM 620, Austin, TX 78717",0,13425 N FM 620, Austin,TX,78717,1277,1542,1,3,APT,2023-10-25 18:16:07,30.4712301,-97.785034,1.1609681226705268,0.7199523156105828
Venue on Guadalupe,"2815 Guadalupe St, Austin, TX 78705",0,2815 Guadalupe St, Austin,TX,78705,0,0,2,0,APT,2023-10-25 18:16:07,30.29406689999999,-97.7419673,2.2520287682657503,1.2340077207992106
Lakeline Parmer Lane,"10101 W Parmer Ln, Austin, TX 78717",0,10101 W Parmer Ln, Austin,TX,78717,1150,1510,1,2,APT,2023-10-25 18:16:07,30.4894754,-97.7729047,2.053886662862227,1.8037113828358242
Lantana Hills,"7601 Rialto Blvd, Austin, TX 78735",0,7601 Rialto Blvd, Austin,TX,78735,1318,1418,1,0,APT,2023-10-25 18:16:07,30.2529614,-97.8733496,3.7524451741598672,1.94140041358873
Willow Brook Apartments,"412 E William Cannon Dr E, Austin, TX 78745",0,412 E William Cannon Dr E, Austin,TX,78745,1145,1694,1,2,APT,2023-10-25 18:16:07,30.193076,-97.774227,0.4439224240517625,0.44115752294205135
Abelia Flats,"8225 N FM 620, Austin, TX 78726",0,8225 N FM 620, Austin,TX,78726,1260,1942,1,3,APT,2023-10-25 18:16:07,30.4196099,-97.8430424,4.551530634853314,1.143061033380247
Towne Oaks II Apartments,"615 Wonsley Dr E, Austin, TX 78753",0,615 Wonsley Dr E, Austin,TX,78753,1025,1200,1,2,APT,2023-10-25 18:16:07,30.3436703,-97.699713,2.3799837518840326,1.4546358498572591
The Wayman,"3101 Wells Branch Pky, Austin, TX 78728",0,3101 Wells Branch Pky, Austin,TX,78728,1176,1918,1,2,APT,2023-10-25 18:16:07,30.4402644,-97.6938165,1.8880580314235142,1.6738237730005652
Creeks Edge,"1124 Rutland Dr, Austin, TX 78758",0,1124 Rutland Dr, Austin,TX,78758,1060,1195,1,2,APT,2023-10-25 18:16:07,30.3708861,-97.7025957,2.0631182105100163,0.509839470785665
The Chelsea,"5106 N Lamar Blvd, Austin, TX 78751",0,5106 N Lamar Blvd, Austin,TX,78751,1395,1525,1,2,APT,2023-10-25 18:16:07,30.3189939,-97.7312101,2.1258745891999116,1.2159243066507575
Churchill Crossing Apartments,"14100 Thermal Dr, Austin, TX 78728",0,14100 Thermal Dr, Austin,TX,78728,1025,1270,1,2,APT,2023-10-25 18:16:07,30.4331798,-97.6766429,1.2866159262298411,0.9868069848055567
Renaissance at North Bend,"12345 Lamplight Village Ave, Austin, TX 78758",0,12345 Lamplight Village Ave, Austin,TX,78758,1129,2284,1,3,APT,2023-10-25 18:16:07,30.4116042,-97.6953698,3.125141626301474,0.5947831049621664
Nexus at Goodnight Ranch,"2001 E Slaughter Ln, Austin, TX 78747",0,2001 E Slaughter Ln, Austin,TX,78747,1248,1428,1,0,APT,2023-10-25 18:16:07,30.1513686,-97.7634931,1.8179747017817565,1.8179747017817565
Salado at Walnut Creek Apartments,"2104 E Anderson Ln, Austin, TX 78752",0,2104 E Anderson Ln, Austin,TX,78752,975,1145,1,2,APT,2023-10-25 18:16:07,30.3332391,-97.6770426,2.905486758285708,1.5702282069100222
Austin Parke,"400 W Anderson Ln, Austin, TX 78752",0,400 W Anderson Ln, Austin,TX,78752,1070,1220,1,2,APT,2023-10-25 18:16:07,30.3467801,-97.7083063,1.8278447064095364,1.3807952106010808
Sullivan,"2601 Scofield Ridge Pky, Austin, TX 78727",0,2601 Scofield Ridge Pky, Austin,TX,78727,1105,1475,1,2,APT,2023-10-25 18:16:07,30.4277104,-97.6965731,2.419104238568721,0.8089973192238435
Rise At The Cameron,"1521 Reagan Hill Dr, Austin, TX 78752",0,1521 Reagan Hill Dr, Austin,TX,78752,1229,0,1,0,APT,2023-10-25 18:16:07,30.3258144,-97.6892153,2.094845548721471,1.7408747429708735
The Morgan,"1801 Wells Branch Pky, Austin, TX 78728",0,1801 Wells Branch Pky, Austin,TX,78728,1110,1413,1,2,APT,2023-10-25 18:16:07,30.4347748,-97.6759484,1.1747654444914428,0.8854336587974082
